Title,type,country,date_added,release_year,rating,duration,description,IMDb,Genre,Avg Rating per Genre,Growth Outcome
Chris Tucker Live,Movie,United States,2015-07-10,2015,TV-MA,92 min,"Filmed in his hometown of Atlanta, Chris Tucker showcases his stand-up comedic chops as he shares his experiences from childhood to the big time.",6.3,Comedy,6.34,0
Christiane Amanpour: Sex & Love Around the World,TV Show,United States,2018-09-30,2018,TV-MA,1 Season,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.",7.4,Documentaries,7.03,0
Christina P: Mother Inferior,Movie,United States,2017-10-10,2017,TV-MA,59 min,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth.",6.3,Comedy,6.34,0
Christmas in the Smokies,Movie,United States,2019-03-01,2015,TV-G,88 min,"In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.",5.9,Drama,6.57,0
Christmas Inheritance,Movie,United States,2017-12-15,2017,TV-G,105 min,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.",5.7,Drama,6.57,0
Christmas Wedding Planner,Movie,Canada,2018-11-15,2017,PG,86 min,A wedding planner’s world is turned upside down when a handsome private investigator is hired to disrupt one of her biggest jobs.,4.3,Comedy,6.34,0
Christopher Robin,Movie,United States,2019-03-05,2018,PG,104 min,"Now a careworn middle-aged man, Christopher Robin goes on a familiar adventure when his old pal Winnie the Pooh brings him to the Hundred Acre Wood.",7.3,Comedy,6.34,0
Chronically Metropolitan,Movie,United States,2020-02-01,2016,TV-MA,86 min,A case of writer’s block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,5.1,Comedy,6.34,0
Chronicle of an Escape,Movie,Argentina,2018-06-15,2006,R,104 min,"Soccer goalie Claudio Tamburrini is kidnapped by the Argentine military. Several months later, he joins other prisoners in planning a daring escape.",7.2,Drama,6.57,0
Chup Chup Ke,Movie,India,2018-11-01,2006,TV-PG,158 min,"Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.",6.8,Comedy,6.34,0
Chupan Chupai,Movie,Pakistan,2019-01-15,2017,TV-14,118 min,"The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong.",5.8,Comedy,6.34,0
Chupke Chupke,Movie,India,2019-12-31,1975,TV-PG,127 min,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",8.4,Comedy,6.34,0
Circle,Movie,United States,2015-10-16,2015,TV-MA,86 min,"When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",6.0,Drama,6.57,0
Circus of Books,Movie,United States,2020-04-22,2020,TV-MA,87 min,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",7.1,Documentaries,7.03,0
Cirque du Freak: The Vampire's Assistant,Movie,United States,2018-04-16,2009,PG-13,109 min,"When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.",5.8,Horror,5.52,0
Cities of Last Things,Movie,"Taiwan, China, France, United States",2019-07-12,2018,TV-MA,106 min,"In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago.",6.2,Drama,6.57,0
City of Joy,Movie,"United States,",2018-09-07,2018,TV-MA,77 min,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.",7.3,Documentaries,7.03,0
City of Tiny Lights,Movie,United Kingdom,2017-07-21,2016,TV-MA,110 min,"In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",5.5,Drama,6.57,0
Clair Obscur,Movie,"Turkey, France, Germany, Poland",2017-10-13,2016,TV-MA,102 min,"While examining a young woman who has just murdered her husband and mother-in-law, a psychiatrist begins to reflect on her own marriage.",6.5,Drama,6.57,0
Clarence Clemons: Who Do I Think I Am?,Movie,United States,2019-11-14,2019,TV-MA,88 min,This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.,6.1,Documentaries,7.03,0
Class Rank,Movie,United States,2018-09-18,2018,TV-MA,103 min,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system.",6.4,Comedy,6.34,0
Cleverman,TV Show,"Australia, New Zealand, United States",2020-09-05,2017,TV-MA,1 Season,"In the near future, physically powerful beings known as ""Hairies"" struggle to survive in a segregated society dominated by hostile humans.",6.4,Drama,6.57,0
Click,Movie,United States,2020-01-01,2006,PG-13,108 min,Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.,6.4,Comedy,6.34,0
Clinical,Movie,United States,2017-01-13,2017,TV-MA,104 min,A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,5.1,Horror,5.52,0
Clive Davis: The Soundtrack of Our Lives,Movie,United States,2019-09-17,2017,TV-MA,124 min,This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.,7.4,Documentaries,7.03,0
Close,Movie,"United Kingdom, United States",2019-01-18,2019,TV-MA,95 min,"When attackers target the heiress she's protecting, battle-hardened bodyguard Sam scrambles to save her client – and teach her how to fight back.",5.7,Action & Adventure,6.14,0
Close Enemies,Movie,"France, Belgium",2020-01-29,2018,TV-MA,112 min,"After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss – now a cop – to hunt down the culprits.",6.3,Drama,6.57,0
Closed Circuit,Movie,"United Kingdom, United States",2017-10-16,2013,R,96 min,"Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",6.2,Drama,6.57,0
Cloudy with a Chance of Meatballs,Movie,United States,2021-01-01,2009,PG,90 min,"When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",3.3,Comedy,6.34,0
Cloverfield,Movie,United States,2020-01-01,2008,PG-13,85 min,A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,7.0,Horror,5.52,0
Club de Cuervos Presents: The Ballad of Hugo Sánchez,TV Show,United States,2018-06-18,2018,TV-MA,1 Season,Chava Iglesias's doting personal assistant Hugo Sánchez is tasked with leading Club de Cuervos to victory in Nicaragua – if only his mom will let him.,6.6,Comedy,6.34,0
Coach Snoop,TV Show,United States,2018-02-02,2018,TV-MA,1 Season,"Fueled by his own rough upbringing, Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals.",6.8,Documentaries,7.03,0
Cocaine,TV Show,United Kingdom,2016-08-01,2005,TV-14,1 Season,"Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords.",7.0,Crime,7.41,1
Coco y Raulito: Carrusel de ternura,Movie,Mexico,2018-07-27,2018,TV-MA,57 min,"A study in contrasts, comedy partners and good friends Coco Celis and Raúl Meneses alternate separate stand-up sets for double the laughs.",6.6,Comedy,6.34,0
Code 8,Movie,Canada,2020-04-11,2019,TV-MA,98 min,"In a city where super-powered people are ostracized, an earnest day laborer considers using his outlawed abilities for money to save his sick mother.",6.1,Action & Adventure,6.14,0
Code Geass: Lelouch of the Rebellion,TV Show,Japan,2019-05-01,2008,TV-MA,2 Seasons,A high-schooler who's granted powers to make anyone instantly obedient dons a mask to lead Japan's rebellion against a long-invading Britannia.,8.6,Anime,7.67,1
Coffee & Kareem,Movie,United States,2020-04-03,2020,TV-MA,88 min,An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.,5.1,Comedy,6.34,0
Coffee for All,Movie,"Italy, United States, Argentina",2018-05-01,2017,TV-PG,69 min,"In Naples, Buenos Aires and New York, people reflect on the Neapolitan tradition of ""suspended coffee"" and how it changed their lives.",5.8,Documentaries,7.03,0
Coffee with D,Movie,India,2017-11-01,2017,TV-PG,120 min,Low TV ratings drive a well-known journalist to concoct a plan to interview a notorious underworld figure who is also a suspected terrorist.,4.4,Comedy,6.34,0
Coin Heist,Movie,United States,2017-01-06,2017,TV-14,98 min,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",4.8,Drama,6.57,0
Cold Case Files,TV Show,United States,2019-09-15,2017,TV-14,1 Season,Masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.,8.0,Crime,7.41,1
Colin Quinn: The New York Story,Movie,United States,2016-11-18,2016,TV-MA,62 min,"The ""SNL"" veteran performs his off-Broadway show about the history of New York and the people who shape its personality. Directed by Jerry Seinfeld.",6.7,Comedy,6.34,0
Colin Quinn: Unconstitutional,Movie,United States,2017-08-15,2015,TV-MA,56 min,New York comedian Colin Quinn writes and stars in this live one-man stage show that dissects and deconstructs U.S. constitutional history.,7.1,Comedy,6.34,0
Collateral,TV Show,"United Kingdom, United States",2018-03-09,2018,TV-MA,1 Season,"Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",6.7,Crime,7.41,1
Colonia,Movie,"Germany, France, Luxembourg, United Kingdom, United States",2018-07-14,2015,R,110 min,"When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",7.1,Drama,6.57,0
Colony,TV Show,United States,2019-05-02,2018,TV-14,3 Seasons,"When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.",7.4,Drama,6.57,0
Come and Find Me,Movie,"Canada, United States, United Kingdom",2019-09-18,2016,R,112 min,"When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption.",5.7,Drama,6.57,0
Come Sunday,Movie,United States,2018-04-13,2018,TV-14,105 min,A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.,5.9,Drama,6.57,0
Comedians in Cars Getting Coffee,TV Show,United States,2019-07-19,2019,TV-14,6 Seasons,"Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy.",8.1,Comedy,6.34,0
Comedy Bang! Bang!,TV Show,United States,2016-12-28,2016,TV-14,5 Seasons,"Scott Aukerman brings his popular podcast Comedy Bang! Bang! to television, along with his co-host and bandleader, Reggie Watts.",7.5,Comedy,6.34,0
Community,TV Show,United States,2020-04-01,2015,TV-14,6 Seasons,"When his degree is found bogus, lawyer Jeff Winger is sent back to college, where he meets students and teachers with credentials as dubious as his.",8.5,Comedy,6.34,0
Compulsion,Movie,"United Kingdom, Canada, Italy",2018-10-04,2016,TV-MA,84 min,"Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",3.7,Drama,6.57,0
Concussion,Movie,United States,2018-08-02,2013,R,96 min,"A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker.",5.6,Drama,6.57,0
Connected,TV Show,United Kingdom,2020-08-02,2020,TV-14,1 Season,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.",6.6,Documentaries,7.03,0
Conor McGregor: Notorious,Movie,Ireland,2018-03-21,2017,R,90 min,"From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs – and lows – of his ascent.",7.2,Documentaries,7.03,0
Consequences,Movie,Turkey,2019-10-25,2014,TV-MA,106 min,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,6.6,Drama,6.57,0
Conspiracy,TV Show,United Kingdom,2016-09-01,2015,TV-14,1 Season,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",6.3,Documentaries,7.03,0
Containment,TV Show,United States,2016-10-21,2016,TV-MA,1 Season,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",7.2,Drama,6.57,0
Contract,Movie,India,2019-03-02,2008,TV-14,116 min,"Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell.",4.2,Drama,6.57,0
